"sku","post_title","post_name","post_excerpt","post_content","post_status","menu_order","visibility","stock_status","images"
"CW-KB22AVN","Nắp bồn cầu điện tử MH: CW-KB22AVN","nap-bon-cau-dien-tu-cw-kb22avn","Thông tin cơ bản của nắp rửa điện tử CW – KB22AVN
Mã nắp: CW – KB22AVN
Công suất điện làm nóng nước: 275W (LOW: ~32oC; MID: ~38oC; HIGH: ~40oC )
Công suất bệ ngồi: 45W (LOW: ~28oC; MID: ~36oC; HIGH: ~40oC )
Vòi phun rửa: Vòi phun rửa và vòi phun dùng riêng cho phụ nữ đều là loại trượt tự động. Số lỗ phun: 4 lỗ x 0.8mm
Điều chỉnh nhiệt độ: Điều chỉnh 6 mức
Nguồn điện: AC 220V, 336W, 50Hz
Dung tích két nước nóng: 0.67L
Thiết bị an toàn: Rơ-le nhiệt.
Nắp đóng: Êm khít
Kích thước: 474mm x 149mm x 554mm
Trọng lượng: ~4.1kg","Thông tin cơ bản của nắp rửa điện tử CW – KB22AVN
Mã nắp: CW – KB22AVN
Công suất điện làm nóng nước: 275W (LOW: ~32oC; MID: ~38oC; HIGH: ~40oC )
Công suất bệ ngồi: 45W (LOW: ~28oC; MID: ~36oC; HIGH: ~40oC )
Vòi phun rửa: Vòi phun rửa và vòi phun dùng riêng cho phụ nữ đều là loại trượt tự động. Số lỗ phun: 4 lỗ x 0.8mm
Điều chỉnh nhiệt độ: Điều chỉnh 6 mức
Nguồn điện: AC 220V, 336W, 50Hz
Dung tích két nước nóng: 0.67L
Thiết bị an toàn: Rơ-le nhiệt.
Nắp đóng: Êm khít
Kích thước: 474mm x 149mm x 554mm
Trọng lượng: ~4.1kg","publish","0","visible","instock","http://xsmart.local/wp-content/uploads/2019/03/Nắp đậy bông cầu điện tử Inax CƯ - KB22AVN.png"
"CW-H23VN","Nắp bồn cầu điện tử MH: CW-H23VN","nap-bon-cau-dien-tu-cw-h23vn","Thông tin cơ bản của nắp điện tử CW-H23VN
Mã nắp: CW-H23VN
Công suất điện làm nóng nước: 250W (LOW: ~32oC; MID: ~38oC; HIGH: ~40oC )
Công suất bệ ngồi: 45W (LOW: ~28oC; MID: ~36oC; HIGH: ~40oC )
Số vòi phun: Phun rửa: 1.32mm x 2 lỗ
Chức năng bidet: 0.9mm x 10 lỗ
Điều chỉnh nhiệt độ: Có 4 mức để lựa chọn (được điều chỉnh bằng điện tử)
Nguồn điện: AC 220V, 336W, 50Hz
Dung tích két nước nóng: 0, 88 lít
Thiết bị an toàn:Rơ-le nhiệt, phao ngắt để thiết bị dừng hoạt động khi không đủ nước, cảm ứng từ kiểm soát nhiệt độ cao.
Nắp đóng: Êm khít
Kích thước: 491mm x 150mm x 547mm
Trọng lượng: ~ 4kg","Thông tin cơ bản của nắp điện tử CW-H23VN
Mã nắp: CW-H23VN
Công suất điện làm nóng nước: 250W (LOW: ~32oC; MID: ~38oC; HIGH: ~40oC )
Công suất bệ ngồi: 45W (LOW: ~28oC; MID: ~36oC; HIGH: ~40oC )
Số vòi phun: Phun rửa: 1.32mm x 2 lỗ
Chức năng bidet: 0.9mm x 10 lỗ
Điều chỉnh nhiệt độ: Có 4 mức để lựa chọn (được điều chỉnh bằng điện tử)
Nguồn điện: AC 220V, 336W, 50Hz
Dung tích két nước nóng: 0, 88 lít
Thiết bị an toàn:Rơ-le nhiệt, phao ngắt để thiết bị dừng hoạt động khi không đủ nước, cảm ứng từ kiểm soát nhiệt độ cao.
Nắp đóng: Êm khít
Kích thước: 491mm x 150mm x 547mm
Trọng lượng: ~ 4kg","publish","0","visible","instock","http://xsmart.local/wp-content/uploads/2019/03/Nắp điện tử inax CW-H23VN.jpg"
"CW-H17VN","Nắp bồn cầu điện tử MH: CW-H17VN","nap-bon-cau-dien-tu-cw-h17vn","Thông tin chi tiết nắp bàn cầu Shower toilet CW-H17VN
Mã sản phẩm:CW-H17VN
Tên sản phẩm:Nắp đậy bồn cầu điện tử Shower toilet
Số lỗ phun:6 lỗ x 0,8mm
Điều chỉnh nhiệt độ nước:6 mức điều chỉnh
Nhiệt độ nước nóng:Từ 320C - 400C
Thiết bị an toàn: Rơ le nhiệt
Công nghệ:Hyperkilamic kháng khuẩn
Nhiệt độ bệ ngồi:6 mức điều chỉnh (300C - 400C)
Trọng lượng:~ 4 kg
Nguồn điện:AC 220V; 50/60Hz; 300W
Áp suất nước cấp:0.06-0.75MPa
Nước cấp:Nối trực tiếp từ đường ống
Màu sắc#:Trắng (white)
Kích thước (RxCxD):472 x 173 x 536 mm","Thông tin chi tiết nắp bàn cầu Shower toilet CW-H17VN
Mã sản phẩm:CW-H17VN
Tên sản phẩm:Nắp đậy bồn cầu điện tử Shower toilet
Số lỗ phun:6 lỗ x 0,8mm
Điều chỉnh nhiệt độ nước:6 mức điều chỉnh
Nhiệt độ nước nóng:Từ 320C - 400C
Thiết bị an toàn: Rơ le nhiệt
Công nghệ:Hyperkilamic kháng khuẩn
Nhiệt độ bệ ngồi:6 mức điều chỉnh (300C - 400C)
Trọng lượng:~ 4 kg
Nguồn điện:AC 220V; 50/60Hz; 300W
Áp suất nước cấp:0.06-0.75MPa
Nước cấp:Nối trực tiếp từ đường ống
Màu sắc#:Trắng (white)
Kích thước (RxCxD):472 x 173 x 536 mm","publish","0","visible","instock","http://xsmart.local/wp-content/uploads/2019/03/NẮP ĐIỆN TỬ SHOWER TOILET INAX CW-H17VN.png"
"AC-959A/CW-H17VN","Bồn cầu 1 khối nắp điện tử MH: AC-959A/CW-H17VN","bon-cau-1-khoi-nap-dien-tu-cw-h17vn","Thông tin cơ bản của bàn cầu một khối Inax nắp điện tử:
Tên sản phẩm: Bàn cầu 1 khối nắp điện tử
Mã sản phẩm: AC-959A/CW-H17VN
Lượng nước xả: Xả nhấn 6L/4L
Kiểu xả: Xả xiphong
Áp suất nước cấp: 0.06MPa ~ 0.75MPa
Nguồn điện:  AC 220V; 50/60Hz; 300W
Màu sắc: Màu trắng#
Khối lượng của nắp: ~ 4 Kg
Kích thước nắp: 472 x 173 x 536 mm","Thông tin cơ bản của bàn cầu một khối Inax nắp điện tử:
Tên sản phẩm: Bàn cầu 1 khối nắp điện tử
Mã sản phẩm: AC-959A/CW-H17VN
Lượng nước xả: Xả nhấn 6L/4L
Kiểu xả: Xả xiphong
Áp suất nước cấp: 0.06MPa ~ 0.75MPa
Nguồn điện:  AC 220V; 50/60Hz; 300W
Màu sắc: Màu trắng#
Khối lượng của nắp: ~ 4 Kg
Kích thước nắp: 472 x 173 x 536 mm","publish","0","visible","instock","http://xsmart.local/wp-content/uploads/2019/03/thumb_bon-cau-1-khoi-nap-dien-tu-inax-ac-959a-cw-h17vn_1550378442.jpg"
"AC-959/CW-KB22AVN","Bồn cầu 1 khối nắp điện tử MH: AC-959/CW-KB22AVN","bon-cau-1-khoi-nap-dien-tu-cw-kb22avn","Thông tin cơ bản của bàn cầu một khối Inax nắp điện tử:
Tên sản phẩm: Bàn cầu 1 khối nắp điện tử
Mã sản phẩm: AC-959A/CW-KB22A
Lượng nước xả: Xả nhấn 6L/4L
Kiểu xả: Xả xiphong
Áp suất nước cấp: 0,06 – 0,74MPa (0,6 – 7.5kgf/cm2)
Màu sắc: Màu trắng#
Khối lượng của nắp: ~ 4 Kg
Kích thước nắp: 421 x 149 x 554 mm","Thông tin cơ bản của bàn cầu một khối Inax nắp điện tử:
Tên sản phẩm: Bàn cầu 1 khối nắp điện tử
Mã sản phẩm: AC-959A/CW-KB22A
Lượng nước xả: Xả nhấn 6L/4L
Kiểu xả: Xả xiphong
Áp suất nước cấp: 0,06 – 0,74MPa (0,6 – 7.5kgf/cm2)
Màu sắc: Màu trắng#
Khối lượng của nắp: ~ 4 Kg
Kích thước nắp: 421 x 149 x 554 mm","publish","0","visible","instock","http://xsmart.local/wp-content/uploads/2019/03/KR8159-Khóa-điện-tử.png"
"AC-22P/CW-H18VN",",Bồn cầu treo nắp điện tử MH: AC-22P/CW-H18VN","bon-cau-treo-nap-dien-tu-ac-22pcw-h18vn","Thông tin cơ bản của bàn cầu AC-22P/CW-H18VN
Mã sản phẩm: AC-22P/CW-H18VN
Tên sản phẩm:  Bàn cầu treo tường nắp điện tử
Lượng nước xả: 8.0L
Màu sắc: Màu trắng
Áp lực nước: 0.0MPa ~ 0.7MPa
Kích thước: 336 x 640 x 365mm","Thông tin cơ bản của bàn cầu AC-22P/CW-H18VN
Mã sản phẩm: AC-22P/CW-H18VN
Tên sản phẩm:  Bàn cầu treo tường nắp điện tử
Lượng nước xả: 8.0L
Màu sắc: Màu trắng
Áp lực nước: 0.0MPa ~ 0.7MPa
Kích thước: 336 x 640 x 365mm","publish","0","visible","instock","http://xsmart.local/wp-content/uploads/2019/03/thumb_bon-cau-treo-tuong-nap-dien-tu-ac-22p-cw-h18vn_1550387104.jpg"
"AC-22P/CW-H17VN","Bồn cầu treo nắp điện tử MH: AC-22P/CW-H17VN","bon-cau-treo-nap-dien-tu-ac-22pcw-h17vn","Thông tin cơ bản của bàn cầu AC-22P/CW-H17VN
Mã sản phẩm: AC-22P/CW-H17VN
Tên sản phẩm:  Bàn cầu treo tường nắp điện tử
Lượng nước xả: 8.0L
Màu sắc: Màu trắng
Áp lực nước: 0.0MPa ~ 0.7MPa
Kích thước: 336 x 640 x 365mm","Thông tin cơ bản của bàn cầu AC-22P/CW-H17VN
Mã sản phẩm: AC-22P/CW-H17VN
Tên sản phẩm:  Bàn cầu treo tường nắp điện tử
Lượng nước xả: 8.0L
Màu sắc: Màu trắng
Áp lực nước: 0.0MPa ~ 0.7MPa
Kích thước: 336 x 640 x 365mm","publish","0","visible","instock","http://xsmart.local/wp-content/uploads/2019/03/thumb_bon-cau-treo-tuong-nap-dien-tu-ac-22p-cw-h17vn_1550386948.jpg"
"BDKTT","Bộ điều khiển trung tâm","bo-dieu-khien-trung-tam","Mô tả: Là bộ não của ngôi nhà thông minh, tích hợp công nghệ truyền thông không dây Zigbee cho phép: Kết nối và quản lý các thiết bị điện, lưu trữ các thông tin cấu hình cài đặt của người dùng, cập nhật trạng thái các thiết bị cho người sử dụng
Điện áp: 5Vdc - 1A
Nhiệt độ hoạt động: 75ºC max
Sử dụng công nghệ truyền thông không dây Zigbee, tiêu chuẩn 802.15.4 – sử dụng tín hiệu radio có tần sóng ngắn, có 2 tầng và vận hành trong vùng bảo mật của hệ thống. Tuyệt đối an toàn cho ngôi nhà của bạn trước những tác nhân xấu
Chức năng:
- Điều khiển thông minh bằng giọng nói
- Chiếu sáng thông minh
- Điểu khiển điều hòa và tivi thông minh
- Điều khiển rèm tự động
- An ninh chống trộm
- Hệ thống âm thanh đa vùng
- Đèn Led 16 triệu màu
- Kiểm soát môi trường
- Bật tắt bình nóng lạnh","Mô tả: Là bộ não của ngôi nhà thông minh, tích hợp công nghệ truyền thông không dây Zigbee cho phép: Kết nối và quản lý các thiết bị điện, lưu trữ các thông tin cấu hình cài đặt của người dùng, cập nhật trạng thái các thiết bị cho người sử dụng
Điện áp: 5Vdc - 1A
Nhiệt độ hoạt động: 75ºC max
Sử dụng công nghệ truyền thông không dây Zigbee, tiêu chuẩn 802.15.4 – sử dụng tín hiệu radio có tần sóng ngắn, có 2 tầng và vận hành trong vùng bảo mật của hệ thống. Tuyệt đối an toàn cho ngôi nhà của bạn trước những tác nhân xấu
Chức năng:
- Điều khiển thông minh bằng giọng nói
- Chiếu sáng thông minh
- Điểu khiển điều hòa và tivi thông minh
- Điều khiển rèm tự động
- An ninh chống trộm
- Hệ thống âm thanh đa vùng
- Đèn Led 16 triệu màu
- Kiểm soát môi trường
- Bật tắt bình nóng lạnh","publish","0","visible","instock","http://xsmart.local/wp-content/uploads/2019/03/thumb_bon-cau-treo-tuong-nap-dien-tu-ac-22p-cw-h17vn_1550386948.jpg"
"CTCCC","Công tắc chạm cảm ứng","cong-tac-cham-cam-ung","Mô tả: Là loại công tắc cảm ứng thông minh sử dụng công nghệ cảm ứng điện dung, công nghệ không dây Zigbee, mặt kính cường lực, chống xước, chống va đập, kết hợp với vòng tròn tỏa sáng LED bao quanh tạo nên sự tinh tế, sang trọng, đẳng cấp
- Điện áp: 150 - 250 VAC
- Nhiệt độ hoạt động: 0 - 40ºC max
- Công suất: 700w(Đèn sợi đốt)-150w(Đèn led)/1 nút
- Kích thước: Hình vuông (95 x 95 mm) - Hình chữ nhật (121,5 x 80 mm)","Mô tả: Là loại công tắc cảm ứng thông minh sử dụng công nghệ cảm ứng điện dung, công nghệ không dây Zigbee, mặt kính cường lực, chống xước, chống va đập, kết hợp với vòng tròn tỏa sáng LED bao quanh tạo nên sự tinh tế, sang trọng, đẳng cấp
- Điện áp: 150 - 250 VAC
- Nhiệt độ hoạt động: 0 - 40ºC max
- Công suất: 700w(Đèn sợi đốt)-150w(Đèn led)/1 nút
- Kích thước: Hình vuông (95 x 95 mm) - Hình chữ nhật (121,5 x 80 mm)","publish","0","visible","instock","http://xsmart.local/wp-content/uploads/2019/03/thumb_bon-cau-treo-tuong-nap-dien-tu-ac-22p-cw-h17vn_1550386948.jpg"
"CBC","Cảm biến cửa","cam-bien-cua","Mô tả: Phát hiện đóng mở cửa trái phép, kích hoạt hệ thống các thiết bị nào như: còi hú, đèn xoáy, mở rèm, bật đèn sáng … đồng thời cảnh báo lên ứng dụng trên điện thoại hoặc máy tính bảng. Cảm biến sử dụng công nghệ không dây Zigbee - tiêu chuẩn 802.15.4 bảo mật cao. Mặt khác, cảm biến phát hiện chuyển động còn tích hợp sẵn bên trong cảm biến môi trường để đo các thông tin như: nhiệt độ, độ ẩm, ánh sáng ... giúp tạo không gian trong lành, đảm bảo sức khỏe tốt nhất cho gia đình bạn.
Điện áp: Pin CR2477 - 3V
Nhiệt độ hoạt động: 50ºC Max","Mô tả: Phát hiện đóng mở cửa trái phép, kích hoạt hệ thống các thiết bị nào như: còi hú, đèn xoáy, mở rèm, bật đèn sáng … đồng thời cảnh báo lên ứng dụng trên điện thoại hoặc máy tính bảng. Cảm biến sử dụng công nghệ không dây Zigbee - tiêu chuẩn 802.15.4 bảo mật cao. Mặt khác, cảm biến phát hiện chuyển động còn tích hợp sẵn bên trong cảm biến môi trường để đo các thông tin như: nhiệt độ, độ ẩm, ánh sáng ... giúp tạo không gian trong lành, đảm bảo sức khỏe tốt nhất cho gia đình bạn.
Điện áp: Pin CR2477 - 3V
Nhiệt độ hoạt động: 50ºC Max","publish","0","visible","instock","http://xsmart.local/wp-content/uploads/2019/03/thumb_bon-cau-treo-tuong-nap-dien-tu-ac-22p-cw-h17vn_1550386948.jpg"
"CBPHCD","Cảm biến phát hiện chuyển động","cam-bien-phat-hien-chuyen-dong","Mô tả: Tự động bật/tắt đèn khi phát hiện chuyển động, cảm biến môi trường còn đóng vai trò là ""người bác sỹ"" đo nhiệt độ, ánh sáng, độ ẩm … trong ngôi nhà của bạn. Ngoài ra, cảm biến còn được tích hợp trong giải pháp an ninh như: kích hoạt còi hú, bật đèn… khi phát hiện sự xâm nhập trái phép.
Điện áp: Pin Lithium 3.6V 2.6Ah
Nhiệt độ hoạt động: 60ºC Max","Mô tả: Tự động bật/tắt đèn khi phát hiện chuyển động, cảm biến môi trường còn đóng vai trò là ""người bác sỹ"" đo nhiệt độ, ánh sáng, độ ẩm … trong ngôi nhà của bạn. Ngoài ra, cảm biến còn được tích hợp trong giải pháp an ninh như: kích hoạt còi hú, bật đèn… khi phát hiện sự xâm nhập trái phép.
Điện áp: Pin Lithium 3.6V 2.6Ah
Nhiệt độ hoạt động: 60ºC Max","publish","0","visible","instock","http://xsmart.local/wp-content/uploads/2019/03/thumb_bon-cau-treo-tuong-nap-dien-tu-ac-22p-cw-h17vn_1550386948.jpg"
"OCVN","Ổ cắm viền nhôm","o-cam-vien-nhom","Nguồn cấp: 100-240V 50/60Hz
Công suất: 16A
Kiểu dáng: Hình vuông/ Hình chữ nhật
Màu sắc: Đen/ Trắng","Nguồn cấp: 100-240V 50/60Hz
Công suất: 16A
Kiểu dáng: Hình vuông/ Hình chữ nhật
Màu sắc: Đen/ Trắng","publish","0","visible","instock","http://xsmart.local/wp-content/uploads/2019/03/thumb_bon-cau-treo-tuong-nap-dien-tu-ac-22p-cw-h17vn_1550386948.jpg"
"AMLYLUMI","Âm Ly Lumi","am-ly-lumi","Mô tả: Amply có chức năng khuếch đại tín hiệu xử lý hay nguồn điện tăng lên ra các tín hiệu đầu ra. Công dụng và chức năng của amply tự cung cấp nguồn điện cho các loa. Ví dụ như (hệ thống loa âm trần nghe nhạc) Amply sử dụng công nghệ truyền thông không dây Zigbee - tiêu chuẩn 802.15.4 bảo mật cao.
Điện áp: 19A, 3.4A
Bảo hành: 24 tháng","Mô tả: Amply có chức năng khuếch đại tín hiệu xử lý hay nguồn điện tăng lên ra các tín hiệu đầu ra. Công dụng và chức năng của amply tự cung cấp nguồn điện cho các loa. Ví dụ như (hệ thống loa âm trần nghe nhạc) Amply sử dụng công nghệ truyền thông không dây Zigbee - tiêu chuẩn 802.15.4 bảo mật cao.
Điện áp: 19A, 3.4A
Bảo hành: 24 tháng","publish","0","visible","instock","http://xsmart.local/wp-content/uploads/2019/03/thumb_bon-cau-treo-tuong-nap-dien-tu-ac-22p-cw-h17vn_1550386948.jpg"
"BCUHN","Bộ cảm ứng hồng ngoại","bo-cam-ung-hong-ngoai","Mô tả: Thay vì điều khiển điều hòa, tivi qua remote cầm tay, cảm biến hồng ngoại Lumi sẽ giúp bạn có thể điều khiển qua điện thoại. Sử dụng công nghệ sóng không dây Zigbee, việc lắp đặt sẽ trở nên nhanh chóng và dễ dàng. Kết hợp cùng giải pháp khác để lên lịch bật tắt hay điều khiển nhiệt độ điều hòa theo thời gian.
Điện áp: 5VDC
Nhiệt độ hoạt động: 50ºC Max","Mô tả: Thay vì điều khiển điều hòa, tivi qua remote cầm tay, cảm biến hồng ngoại Lumi sẽ giúp bạn có thể điều khiển qua điện thoại. Sử dụng công nghệ sóng không dây Zigbee, việc lắp đặt sẽ trở nên nhanh chóng và dễ dàng. Kết hợp cùng giải pháp khác để lên lịch bật tắt hay điều khiển nhiệt độ điều hòa theo thời gian.
Điện áp: 5VDC
Nhiệt độ hoạt động: 50ºC Max","publish","0","visible","instock","http://xsmart.local/wp-content/uploads/2019/03/thumb_bon-cau-treo-tuong-nap-dien-tu-ac-22p-cw-h17vn_1550386948.jpg"
